timestamp,pid,cpu_pct,ram_mb,vsz_mb,gpu_pct,vram_mb,read_kb_s,write_kb_s,threads,fds
1787850095.316,417488,,4.6,8.0,,,,,1,14
1787850095.616,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
1787850095.915,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
1787850096.215,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
1787850096.515,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
1787850096.815,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
