timestamp,pid,cpu_pct,ram_mb,vsz_mb,gpu_pct,vram_mb,read_kb_s,write_kb_s,threads,fds
1787849938.456,417488,,4.6,8.0,,,,,1,14
1787849938.757,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
1787849939.056,417488,0.00,4.6,8.0,,,0.0,0.0,1,14
