timestamp,pid,cpu_pct,ram_mb,vsz_mb,gpu_pct,vram_mb,read_kb_s,write_kb_s,threads,fds
1787866569.138,471716,,1.6,3.7,,,,,1,4
1787866569.441,471716,0.00,1.6,3.7,,,0.0,0.0,1,4
1787866569.745,471716,0.00,1.6,3.7,,,0.0,0.0,1,4
1787866570.047,471716,0.00,1.6,3.7,,,0.0,0.0,1,4
1787866570.349,471716,0.00,1.6,3.7,,,0.0,0.0,1,4
1787866570.653,471716,0.00,1.6,3.7,,,0.0,0.0,1,4
